40.3	3971.8	42.1	7229.5	41.2	1914.8	39.5	2701.2	42.0	1923.1	39.6	1131.1
38.9	3951.7	41.2	7194.7	40.4	1919.6	38.0	2705.5	41.0	1924.4	38.2	1136.3
40.1	3958.3	41.6	7198.5	40.7	1921.2	39.1	2708.1	42.5	1930.8	39.1	1138.2
40.6	3962.4	42.1	7135.1	40.8	1918.6	39.7	2703.2	42.5	1930.7	39.4	1135.1
40.4	3915.3	41.2	7046.0	41.1	1897.5	38.7	2666.2	42.1	1900.6	39.6	1120.8
41.3	3947.1	41.2	7147.1	41.0	1905.2	39.5	2684.1	42.5	1906.5	39.7	1131.7
41.2	3939.0	41.6	7147.8	41.1	1910.2	39.6	2691.2	42.7	1918.5	40.2	1130.9
40.7	3929.7	42.1	7138.8	40.6	1903.5	38.9	2676.8	42.2	1911.7	39.5	1124.9
40.8	3933.0	42.0	7187.0	40.7	1908.1	39.4	2683.3	42.7	1915.8	39.6	1126.6
41.2	3934.7	42.4	7228.0	41.3	1907.9	40.1	2683.0	42.6	1916.1	41.6	1126.1
41.0	3816.3	41.9	7089.1	40.7	1859.7	39.8	2611.9	42.2	1872.2	41.1	1111.0
40.0	3833.3	41.2	7144.9	40.6	1868.4	39.7	2622.8	40.7	1880.1	41.1	1113.8
41.1	3860.3	42.5	7206.4	40.9	1882.6	40.1	2643.7	43.9	1890.9	41.3	1120.3
40.6	3870.6	42.2	7186.4	41.8	1888.3	39.6	2660.0	43.2	1903.1	40.8	1127.8
40.8	3885.1	41.9	7198.3	42.1	1891.6	39.5	2670.2	43.7	1907.1	41.0	1131.7
41.3	3895.3	41.7	7116.4	41.5	1886.1	40.1	2672.0	45.1	1907.5	41.2	1133.2
39.9	3841.1	41.3	7037.0	41.5	1872.4	39.9	2657.2	44.4	1883.9	40.1	1119.6
41.0	3875.6	42.0	7143.5	41.8	1879.8	40.5	2674.7	44.6	1888.2	40.5	1128.3
41.4	3874.5	42.1	7154.3	42.0	1888.3	40.7	2684.2	45.3	1899.8	40.7	1130.6
41.2	3881.8	41.4	7184.2	41.1	1889.9	40.3	2684.6	43.7	1897.6	39.3	1122.1
41.1	3896.8	43.5	7253.2	41.2	1897.0	40.1	2693.5	44.9	1908.7	39.2	1121.5
41.4	3903.3	43.2	7310.5	41.7	1894.8	40.7	2698.1	44.5	1908.4	41.5	1123.2
39.9	3797.4	42.3	7176.8	41.7	1857.0	39.4	2619.8	43.0	1882.8	40.3	1107.2
40.2	3809.7	41.8	7232.3	41.6	1864.0	39.4	2627.9	42.8	1893.1	40.2	1108.7
40.3	3832.0	41.6	7287.6	41.3	1875.0	39.2	2646.0	42.3	1899.4	39.6	1112.1
39.8	3836.4	41.3	7262.3	41.4	1879.1	39.3	2662.8	43.7	1906.4	38.2	1116.4
40.1	3847.1	40.0	7266.8	41.6	1882.2	39.4	2671.8	44.7	1913.2	38.5	1116.6
40.6	3842.0	40.5	7184.5	41.1	1875.8	39.9	2668.1	44.5	1911.5	39.5	1110.8
39.9	3819.9	39.7	7116.9	40.4	1862.1	39	2637.3	43.6	1890.8	39.2	1104.4
38.9	3858.1	40.7	7217.7	40.8	1869.3	40.4	2661.8	44.2	1895.0	40.2	1111.7
39.3	3865.3	41.5	7238.0	40.9	1877.1	40.3	2675.7	45.4	1908.7	40.5	1119.4
38.9	3861.1	40.5	7283.2	40.3	1883.7	39.9	2683.5	45.2	1916.9	40.5	1123.1
39.6	3878.0	41.2	7331.2	40.5	1889.6	40.4	2694.7	45.0	1923.4	40.6	1124.7
39.8	3892.1	40.8	7403.3	40.6	1891.8	40.8	2702.4	44.5	1925.2	41.1	1123.2
39.1	3816.2	41.1	7332.7	40.9	1862.6	40.4	2637.4	43.3	1891.4	40.6	1108.3
39.2	3836.1	42.0	7404.7	40.0	1872.4	40.6	2668.4	44.0	1902.7	39.8	1113.3
38.4	3864.9	41.4	7470.8	40.4	1886.5	40.6	2678.9	44.2	1919.7	40.3	1120.9
38.4	3888.9	41.2	7507.1	41.1	1899.3	39.7	2700.4	44.2	1924.7	39.9	1129.8
39.2	3898.9	42.4	7511.6	41.9	1903.8	40.7	2706.7	43.8	1923.0	39.9	1129.4
40.0	3892.0	41.5	7444.1	41.3	1908.8	40.5	2710.6	43.6	1924.5	39.4	1125.6
39.7	3883.7	41.4	7405.6	41.0	1900.9	39	2693.6	42.7	1905.9	39.5	1114.7
38.9	3920.8	39.4	7493.2	41.0	1903.9	40.1	2716.3	43.2	1908.5	40.6	1124.1
38.6	3907.9	39.2	7471.0	38.7	1908.4	39.4	2725.5	41.4	1913.3	40.1	1132.1
39.1	3943.5	41.1	7555.0	41.2	1915.6	39.3	2732.6	45.3	1922.0	39.7	1130.3
